venvadmin@Vics-MacBook-Air write-a-book % chmod +x scripts/*.sh     
venvadmin@Vics-MacBook-Air write-a-book % ./scripts/auto_fix_code.sh
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 24,
	"startColumn": 1,
	"endLineNumber": 24,
	"endColumn": 16
},{
	"resource": "/Users/admin/cursor/write-a-book/agent_directives.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 24,
	"startColumn": 1,
	"endLineNumber": 24,
	"endColumn": 16
},{
	"resource": "/Users/admin/cursor/write-a-book/agent_directives.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 25,
	"startColumn": 1,
	"endLineNumber": 25,
	"endColumn": 82
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 3,
	"startColumn": 1,
	"endLineNumber": 3,
	"endColumn": 34
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 5,
	"startColumn": 1,
	"endLineNumber": 5,
	"endColumn": 51
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 9,
	"startColumn": 1,
	"endLineNumber": 9,
	"endColumn": 31
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 10,
	"startColumn": 1,
	"endLineNumber": 10,
	"endColumn": 30
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 10,
	"startColumn": 1,
	"endLineNumber": 10,
	"endColumn": 30
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 11,
	"startColumn": 1,
	"endLineNumber": 11,
	"endColumn": 48
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 15,
	"startColumn": 1,
	"endLineNumber": 15,
	"endColumn": 41
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 16,
	"startColumn": 1,
	"endLineNumber": 16,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 16,
	"startColumn": 1,
	"endLineNumber": 16,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 17,
	"startColumn": 1,
	"endLineNumber": 17,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 17,
	"startColumn": 1,
	"endLineNumber": 17,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 18,
	"startColumn": 1,
	"endLineNumber": 18,
	"endColumn": 36
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 38,
	"startColumn": 1,
	"endLineNumber": 38,
	"endColumn": 32
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 39,
	"startColumn": 1,
	"endLineNumber": 39,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 39,
	"startColumn": 1,
	"endLineNumber": 39,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 40,
	"startColumn": 1,
	"endLineNumber": 40,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 56,
	"startColumn": 1,
	"endLineNumber": 56,
	"endColumn": 28
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 57,
	"startColumn": 1,
	"endLineNumber": 57,
	"endColumn": 28
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 57,
	"startColumn": 1,
	"endLineNumber": 57,
	"endColumn": 28
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 58,
	"startColumn": 1,
	"endLineNumber": 58,
	"endColumn": 36
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 66,
	"startColumn": 1,
	"endLineNumber": 66,
	"endColumn": 21
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 67,
	"startColumn": 1,
	"endLineNumber": 67,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 67,
	"startColumn": 1,
	"endLineNumber": 67,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 68,
	"startColumn": 1,
	"endLineNumber": 68,
	"endColumn": 31
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 68,
	"startColumn": 1,
	"endLineNumber": 68,
	"endColumn": 31
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 69,
	"startColumn": 1,
	"endLineNumber": 69,
	"endColumn": 43
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 73,
	"startColumn": 1,
	"endLineNumber": 73,
	"endColumn": 42
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 74,
	"startColumn": 1,
	"endLineNumber": 74,
	"endColumn": 27
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 74,
	"startColumn": 1,
	"endLineNumber": 74,
	"endColumn": 27
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 75,
	"startColumn": 1,
	"endLineNumber": 75,
	"endColumn": 21
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 75,
	"startColumn": 1,
	"endLineNumber": 75,
	"endColumn": 21
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 76,
	"startColumn": 1,
	"endLineNumber": 76,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 76,
	"startColumn": 1,
	"endLineNumber": 76,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 77,
	"startColumn": 1,
	"endLineNumber": 77,
	"endColumn": 26
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 77,
	"startColumn": 1,
	"endLineNumber": 77,
	"endColumn": 26
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 78,
	"startColumn": 1,
	"endLineNumber": 78,
	"endColumn": 55
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 81,
	"startColumn": 1,
	"endLineNumber": 81,
	"endColumn": 61
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD031",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md031.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD031/blanks-around-fences: Fenced code blocks should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 82,
	"startColumn": 1,
	"endLineNumber": 82,
	"endColumn": 12
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD031",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md031.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD031/blanks-around-fences: Fenced code blocks should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 96,
	"startColumn": 1,
	"endLineNumber": 96,
	"endColumn": 4
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 97,
	"startColumn": 1,
	"endLineNumber": 97,
	"endColumn": 21
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 97,
	"startColumn": 1,
	"endLineNumber": 97,
	"endColumn": 21
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 98,
	"startColumn": 1,
	"endLineNumber": 98,
	"endColumn": 23
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 98,
	"startColumn": 1,
	"endLineNumber": 98,
	"endColumn": 23
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 99,
	"startColumn": 1,
	"endLineNumber": 99,
	"endColumn": 29
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 103,
	"startColumn": 1,
	"endLineNumber": 103,
	"endColumn": 23
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 104,
	"startColumn": 1,
	"endLineNumber": 104,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 104,
	"startColumn": 1,
	"endLineNumber": 104,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 105,
	"startColumn": 1,
	"endLineNumber": 105,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/docs/implementation_plan.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
